100	8.55973e-18	9.48267e-08
105.051	1.01179e-17	1.37666e-07
110.101	1.19784e-17	1.9846e-07
115.152	1.42184e-17	2.84651e-07
120.202	1.69412e-17	4.06981e-07
125.253	2.02869e-17	5.81158e-07
130.303	2.445e-17	8.30525e-07
135.354	2.97063e-17	1.19042e-06
140.404	3.64562e-17	1.71554e-06
145.455	4.52991e-17	2.49285e-06
150.505	5.71632e-17	3.66507e-06
155.556	7.35466e-17	5.47567e-06
160.606	9.69905e-17	8.36025e-06
165.657	1.32081e-16	1.31462e-05
170.707	1.8778e-16	2.15312e-05
175.758	2.83526e-16	3.73762e-05
180.808	4.6815e-16	7.0829e-05
185.859	8.94498e-16	0.000155093
190.909	2.26075e-15	0.000448664
195.96	1.21232e-14	0.00275117
201.01	6.85668e-14	0.0177795
206.061	4.60526e-15	0.00136375
211.111	1.49136e-15	0.00050419
216.162	7.37191e-16	0.000284486
221.212	4.42906e-16	0.000195111
226.263	2.97812e-16	0.000149791
231.313	2.1551e-16	0.000123805
236.364	1.6425e-16	0.000107823
241.414	1.30118e-16	9.76654e-05
246.465	1.06229e-16	9.12315e-05
251.515	8.88533e-17	8.73803e-05
256.566	7.5827e-17	8.54609e-05
261.616	6.58228e-17	8.50965e-05
266.667	5.79902e-17	8.6076e-05
271.717	5.17634e-17	8.82984e-05
276.768	4.67548e-17	9.17428e-05
281.818	4.2692e-17	9.64544e-05
286.869	3.93794e-17	0.000102539
291.919	3.66745e-17	0.000110166
296.97	3.44721e-17	0.000119575
302.02	3.26942e-17	0.000131096
307.071	3.1283e-17	0.000145168
312.121	3.01962e-17	0.000162378
317.172	2.94038e-17	0.000183517
322.222	2.88862e-17	0.00020966
327.273	2.86323e-17	0.00024229
332.323	2.86394e-17	0.000283499
337.374	2.89128e-17	0.000336307
342.424	2.94659e-17	0.000405206
347.475	3.03214e-17	0.000497128
352.525	3.15131e-17	0.00062325
357.576	3.30875e-17	0.000802652
362.626	3.51085e-17	0.00107038
367.677	3.76616e-17	0.00149748
372.727	4.08627e-17	0.00224959
377.778	4.48702e-17	0.00380384
382.828	4.99084e-17	0.00812798
387.879	5.6347e-17	0.0331043
392.929	6.19542e-17	2.0544
397.98	7.41219e-17	0.0245244
403.03	8.76445e-17	0.0138494
408.081	1.05467e-16	0.020857
413.131	1.29289e-16	0.0552793
418.182	1.59337e-16	0.317916
423.232	3.60293e-16	30.8291
428.283	3.27497e-16	0.419696
433.333	4.72459e-16	0.184717
438.384	7.5953e-16	0.151113
443.434	1.42276e-15	0.181287
448.485	3.51619e-15	0.328187
453.535	1.63012e-14	1.21823
458.586	3.30442e-14	2.10596
463.636	5.38136e-15	0.306367
468.687	1.91724e-15	0.100967
473.737	9.70504e-16	0.0485541
478.788	5.86606e-16	0.0284586
483.838	3.94186e-16	0.0188426
488.889	2.84162e-16	0.0135521
493.939	2.15338e-16	0.010348
498.99	1.69386e-16	0.0082666
504.04	1.37148e-16	0.00684075
509.091	1.13634e-16	0.00582269
514.141	9.59378e-17	0.00507154
519.192	8.22709e-17	0.00450255
524.242	7.14851e-17	0.00406236
529.293	6.28149e-17	0.00371604
534.343	5.57341e-17	0.00344002
539.394	4.9871e-17	0.00321794
544.444	4.49571e-17	0.00303823
549.495	4.07945e-17	0.00289261
554.545	3.72345e-17	0.00277514
559.596	3.41638e-17	0.00268169
564.646	3.14946e-17	0.00260968
569.697	2.91582e-17	0.00255822
574.747	2.71001e-17	0.00252883
579.798	2.52766e-17	0.00252768
584.848	2.36525e-17	0.00257299
589.899	2.2199e-17	0.00272368
594.949	2.08929e-17	0.00324503
600	1.97169e-17	0.00689462
