100	2.92422e-18
105.051	3.5128e-18
110.101	4.23049e-18
115.152	5.11332e-18
120.202	6.21019e-18
125.253	7.58864e-18
130.303	9.34388e-18
135.354	1.16131e-17
140.404	1.45995e-17
145.455	1.86128e-17
150.505	2.41436e-17
155.556	3.20019e-17
160.606	4.36003e-17
165.657	6.15702e-17
170.707	9.12549e-17
175.758	1.44838e-16
180.808	2.55086e-16
185.859	5.35945e-16
190.909	1.62202e-15
195.96	1.63387e-14
201.01	9.94011e-15
206.061	1.54926e-15
211.111	6.19058e-16
216.162	3.40422e-16
221.212	2.19971e-16
226.263	1.56714e-16
231.313	1.19217e-16
236.364	9.50791e-17
241.414	7.85892e-17
246.465	6.68113e-17
251.515	5.81068e-17
256.566	5.15011e-17
261.616	4.6384e-17
266.667	4.23577e-17
271.717	3.91535e-17
276.768	3.65853e-17
281.818	3.45207e-17
286.869	3.28644e-17
291.919	3.15465e-17
296.97	3.05158e-17
302.02	2.97346e-17
307.071	2.91758e-17
312.121	2.88206e-17
317.172	2.86568e-17
322.222	2.86785e-17
327.273	2.88849e-17
332.323	2.9281e-17
337.374	2.98772e-17
342.424	3.06903e-17
347.475	3.17446e-17
352.525	3.30735e-17
357.576	3.47218e-17
362.626	3.67499e-17
367.677	3.92386e-17
372.727	4.22972e-17
377.778	4.60757e-17
382.828	5.07831e-17
387.879	5.67175e-17
392.929	6.43148e-17
397.98	7.42328e-17
403.03	8.75025e-17
408.081	1.05815e-16
413.131	1.32107e-16
418.182	1.71852e-16
423.232	2.36251e-16
428.283	3.5131e-16
433.333	5.89476e-16
438.384	1.21977e-15
443.434	3.92636e-15
448.485	2.52292e-14
453.535	4.67686e-15
458.586	1.22432e-15
463.636	5.29569e-16
468.687	2.88318e-16
473.737	1.7867e-16
478.788	1.20284e-16
483.838	8.57778e-17
488.889	6.38199e-17
493.939	4.90551e-17
498.99	3.86937e-17
504.04	3.117e-17
509.091	2.55524e-17
514.141	2.12596e-17
519.192	1.79141e-17
524.242	1.52625e-17
529.293	1.31301e-17
534.343	1.13931e-17
539.394	9.96209e-18
544.444	8.7713e-18
549.495	7.77143e-18
554.545	6.92503e-18
559.596	6.20324e-18
564.646	5.58359e-18
569.697	5.04834e-18
574.747	4.58341e-18
579.798	4.17744e-18
584.848	3.82126e-18
589.899	3.50737e-18
594.949	3.2296e-18
600	2.98285e-18
